titulo,tipo,artista,fecha-lanzamiento,generos
Ancienne Belgique Vol. 3,Album,Calexico,2016-04,"rock, reggae, folk rock, country rock, latin, cumbia"
Ela sto rythmo,Album,Vasilikos Social Club,2002-11-01,"folk, bossa nova, salsa, latin, rumba, cumbia, rebetiko"
One Night in Bogota,EP,Kill Emil,2012-04-09,"downtempo, hip hop, latin, cumbia, instrumental hip hop"
La Onda Vampi,Album,Various Artists,2011,"jazz, flamenco, soul, latin, afrobeat, highlife, rumba, cumbia"
Salvemos nuestro folclor / Carnavalito infernal y cosas chéveres,Single,Los Pirañas,2013-09-22,"noise, experimental rock, noise rock, latin, cumbia, champeta"
Rareplays,EP,JMKR,2014-06-06,"dub, deep house, tech house, latin, folktronica, cumbia"
Cumbia Futura EP,EP,6Blocc,2014-04-30,"electronic, jungle, dubstep, edm, cumbia, footwork, juke, trap"
Cumbia de las Flores,EP,Nochi,2016-12-22,"electronic, hip hop, dub, electronica, cumbia, footwork, trap"
Klein Gevaarlijk Afval,Album,Schroothoop,2020-05-27,"instrumental, jazz, folk, free jazz, rumba, cumbia, exotica"
STE CD 12 - Afro Tribe,Album,DJ Stefan Egger,2003,"electronic, pop, reggae, latin, reggaeton, euro house, cumbia"
Logos,Album,Dos Santos,2018-06-15,"jazz, progressive, soul, psychedelic, no wave, latin, cumbia"
Miau,Album,Miss Bolivia,2013-10-22,"dubstep, hip hop, reggae, funk, dancehall, cumbia, moombahton"
Coasting EP,EP,Monster Rally,2012-11-13,"hip hop, funk, indie, soul, psychedelic, cumbia, exotica"
Romance Inolvidable (Unforgettable Romance),Album,Eva Ybarra y su Conjunto,1996,"country, tango, polka, latin, cumbia, bolero, ranchera, corrido"
Listen First Ask Questions Later,EP,ManJah,2015-12-08,"new wave, reggae, soul, breaks, latin, dancehall, cumbia"
El Sabanero,Single,Happy Sound,2020-11-27,"latin pop, porro, electro cumbia, latamtronica, electro porro"
Humans in a Pool,Album,Takeshi’s Cashew,2021-06-04,"rock, electronic, krautrock, disco, psychedelic, latin, afrobeat, cumbia"
Crudo Pimento,Album,Crudo Pimento,2013-07-22,"rock, metal, blues, experimental, delta blues, cumbia, mento"
Juntos,Album,¡ESSO! Afrojam Funkbeat,2017-09-08,"dance, funk, chicago blues, latin, afrobeat, reggaeton, cumbia"
Latin Garden 2,Album,Various Artists,2006,"reggae, tango, bossa nova, latin, reggaeton, cumbia, ragga"
rAreZaS,Album,República Cachi,2016-04-25,"punk, punk rock, ska punk, hardcore punk, cumbia"
Esencia,Album,Cruzando el Charco,2024-05-23,"rock, pop rock, latin rock, cumbia, fusion rock"
Urbanismo primitivo,Album,Various Artists,2021-09-20,"industrial, folk, lo-fi, drone, post-industrial, cumbia"
Hit La Rosa Y Su Gran Unidad Tropical,Album,Hit La Rosa,2017-06-22,"rock, folk, punk, experimental, psychedelic rock, latin, cumbia"
Tercer cordón,Album,Willy Polvorón,2003,"blues, comedy, blues rock, ballad, rock and roll, comedy rock, latin, candombe, cumbia, latin ballad, cuarteto, murga, cumbia argentina"
Tribute,Album,Royal Jesters,1996-09-17,"rock, samba, latin, merengue, cumbia, bolero, tejano, doo-wop"
Amor Prohibido,Album,Selena,1994-03-22,"electronic, pop, 90s, spanish, latin, cumbia, tejano, tejano norteno"
The Rough Guide to Colombian Street Party,Album,Various Artists,2008-10-21,"hip hop, reggae, salsa, latin, rough guide, cumbia, champeta"
Shake Away / Ojo de culebra,Album,Lila Downs,2008-09-02,"electronic, pop, folk, world, 2000s, latin, 2008, 00s, cumbia"
Busca amor,Album,Botellita de Jerez,1990,"rock, folk rock, rock and roll, latin, cumbia, norteño"
Cumbia! Bestial,Album,Various Artists,2010-06-11,"rock, electronic, hip hop, reggae, breakbeat, latin, dancehall, cumbia"
"Panama! 3: Calypso Panameño, Guajira Jazz and Cumbia Tipica on the Isthmus 1960-1975",Album,Various Artists,2009-11-16,"reggae, funk, salsa, latin, calypso, cumbia, descarga, boogaloo, guaguancó"
Mofongo Para el Alma,Album,Quantic,2006-02-15,"funk, salsa, latin, rumba, cumbia, mambo, descarga, boogaloo, plena"
Fania Helvete,Album,Crudo Pimento,2015-03-24,"rock, metal, blues, black metal, experimental, flamenco, cumbia, copla"
State of Mind,Single,Qechuaboi,2017-07-15,"electronic, dance, electronica, latin, cumbia, footwork, juke, future bass"
Conecta,Album,Dusouto,2017-09-27,"drum and bass, mpb, dub, samba, reggaeton, cumbia, ragga"
One,EP,Yukicito,2019-03-01,"electronic, hip hop, samba, cumbia, r&b, moombahton, afro-funk"
September Blues,Single,Quantic,2019-07-09,"electronic, jazz, house, orchestral, reggae, funk, soul, disco, cumbia"
Cumbia Teng!,Album,6Blocc,2017-07-04,"electronic, jungle, dubstep, reggae, cumbia, ragga, footwork, juke, trap"
¡Se formó la salsa!,Album,Roberto de la Barrera y su Sonora,1970-09-07,"jazz, salsa, latin, merengue, cumbia, descarga, bolero, guaracha, guaguancó"
Colombia! The Golden Age of Discos Fuentes. The Powerhouse of Colombian Music 1960-76,Album,Various Artists,2007-04-03,"jazz, salsa, afro-cuban jazz, latin, latin jazz, cumbia"
Hasta nunca,Album,Sol Marianela,2014-04-01,"rock, pop, singer-songwriter, pop punk, latin, reggaeton, cumbia"
Enter the MultiVerse,Album,MonkeyDragon,2021-01-21,"electronic, house, funk, dub, electronica, disco, dancehall, reggaeton, cumbia"
Rhythm Revolution,Album,Zumba Fitness,2012,"electronic, house, hip hop, samba, salsa, latin, reggaeton, cumbia"
Kaleido Strópico,Album,Roberto López,2019-05-24,"psychedelic, latin jazz, latin soul, tropical funk, cumbia funk"
Señor Coconut Presents Coconut FM,Album,Señor Coconut,2005,"electronic, hip-hop, hip hop, funk, latin, reggaeton, freestyle, cumbia"
The Best of Latin America: Change the Rules,Album,Various Artists,1997-05-19,"tango, samba, salsa, latin, rough guide, cumbia, descarga, música criolla"
El patrón,Album,Tito “El Bambino”,2009-03-24,"pop, reggae, salsa, ballad, latin, dancehall, reggaeton, cumbia, bachata, regueton"
Montreux Jazz Festival,Album,Hermeto Pascoal,1979,"jazz, fusion, avant-garde jazz, latin, free improvisation, cumbia, forró"
The MexMore LP,Album,Toy Selectah,2009,"electronic, electro, hip hop, latin, cumbia, www djwitek prv pl"
"All My Hits: Todos mis éxitos, Volume 2",Album,Selena,2000,"electronic, pop, 90s, spanish, mexican, latin pop, latin, cumbia, tejano"
3.0,Album,Orxata Sound System,2012-12-12,"electronic, dubstep, hip hop, techno, cumbia, kuduro, moombahton, funk carioca"
All My Hits: Todos mis éxitos,Album,Selena,1999-03-09,"rock, electronic, pop, 90s, spanish, r b, latin, cumbia, tejano"
TFF Rudolstadt 2003,Album,Various Artists,2003-12-15,"jazz, folk, samba, salsa, polka, latin, mariachi, cumbia, tff rudolstadt"
Hold Fast,Album,G.Rag y los Hermanos Patchekos,2009-04-24,"rock, pop, jazz, folk, blues, post-bop, latin, cumbia, mambo"
La Psicotropia,Album,Various Artists,2014-07-29,"rock, electronic, folk, experimental, dub, psychedelic rock, psychedelic, latin, cumbia"
Fiesta Latino,Album,Various Artists,2002,"electronic, samba, salsa, latin, reggaeton, euro house, rumba, cumbia, mambo"
Espíritu invisible,Album,María y José,2009,"electronic, pop, experimental, new wave, latin, rumba, cumbia, descarga, norteño"
Atlantic Modulations,EP,Quantic,2019-11-22,"electronic, jazz, dance, house, reggae, funk, dub, soul, disco, cumbia"
Misa Espiritual - Airto's Brazilian Mass,Album,Gil Evans,1983,"classical, jazz, fusion, afro-cuban jazz, latin, latin jazz, cumbia"
World Dance Music,Album,Brave Combo,1984,"jazz, ska, reggae, polka, latin, klezmer, cumbia, mambo, norteño, guaguancó"
Oriza,Single,Bio Ritmo,2015-12-01,"electronic, pop, reggae, funk, dub, salsa, acid jazz, latin, cumbia"
Cuban Jazz Salsa,Album,Yakare,1997-12,"jazz, salsa, latin, latin jazz, merengue, cumbia, bolero, son montuno"
Muévelo Negro / Ñanguita,EP,Quantic,2013-11-04,"electronic, jazz, house, hip hop, reggae, funk, soul, latin, cumbia"
Está en tus manos,Album,Skazofrenia,2014-06-30,"drum and bass, jazz, ska, reggae, latin, latin jazz, cumbia"
FRECUENCIAS,Album,Phonotrip,2021-02-01,"electronic, folk, minimal, techno, tech house, acid house, cumbia, microhouse"
Infame Golpazo en Keroxen,Album,Los Pirañas,2021-06-11,"electronic, experimental, psychedelic, avant-garde, surf rock, latin, cumbia, champeta"
Tropico Salvaje,Album,La Gallera Social Club,2020-06-05,"electronic, folk, electro, latin, cumbia, pachanga, tropical house, champeta, carimbó"
Exotic-O-Rama,Album,Various Artists,2016,"rock, soul, swing, rock and roll, latin, cumbia, doo-wop"
